Index,relPosN,relPosE,UTC
5802,2.1297,0.6656,11:23:19.320 03/07/2019
5803,,,
5804,2.0214,0.4945,11:23:19.500 03/07/2019
5805,,,
5806,1.8724,0.3601,11:23:19.680 03/07/2019
5807,,,
5808,1.6862,0.2766,11:23:19.860 03/07/2019
5809,,,
5810,1.4932,0.2492,11:23:20.040 03/07/2019
5811,,,
5812,1.2313,0.3135,11:23:20.280 03/07/2019
5813,,,
5814,1.0783,0.4042,11:23:20.460 03/07/2019
5815,,,
5816,0.9777,0.5333,11:23:20.640 03/07/2019
5817,,,
5818,0.9273,0.6671,11:23:20.820 03/07/2019
5819,,,
5820,0.9105,0.7470,11:23:21.000 03/07/2019
5821,,,
5822,0.9190,0.7073,11:23:21.180 03/07/2019
5823,,,
5824,0.9588,0.6000,11:23:21.360 03/07/2019
5825,,,
5826,1.0364,0.4740,11:23:21.540 03/07/2019
5827,,,
5828,1.1544,0.3618,11:23:21.720 03/07/2019
5829,,,
5830,1.3290,0.2870,11:23:21.900 03/07/2019
5831,,,
5832,1.5203,0.2700,11:23:22.080 03/07/2019
5833,,,
5834,1.7723,0.3489,11:23:22.320 03/07/2019
5835,,,
5836,1.9339,0.4804,11:23:22.500 03/07/2019
5837,,,
5838,2.0445,0.6606,11:23:22.680 03/07/2019
5839,,,
5840,2.0941,0.8856,11:23:22.860 03/07/2019
5841,,,
5842,2.0565,1.1230,11:23:23.040 03/07/2019
5843,,,
5844,1.9423,1.3345,11:23:23.220 03/07/2019
5845,,,
5846,1.7715,1.4875,11:23:23.400 03/07/2019
5847,,,
5848,1.5571,1.5736,11:23:23.580 03/07/2019
5849,,,
5850,1.3215,1.5888,11:23:23.760 03/07/2019
5851,,,
5852,1.1220,1.5200,11:23:23.940 03/07/2019
5853,,,
5854,0.9203,1.3684,11:23:24.180 03/07/2019
5855,,,
5856,0.8232,1.2239,11:23:24.360 03/07/2019
5857,,,
5858,0.7482,1.0607,11:23:24.540 03/07/2019
5859,,,
5860,0.7110,0.8700,11:23:24.780 03/07/2019
5861,,,
5862,0.7122,0.7651,11:23:24.960 03/07/2019
5863,,,
5864,0.7148,0.7527,11:23:25.140 03/07/2019
5865,,,
5866,0.7126,0.8310,11:23:25.320 03/07/2019
5867,,,
5868,0.7367,0.9850,11:23:25.500 03/07/2019
5869,,,
5870,0.8146,1.1769,11:23:25.680 03/07/2019
5871,,,
5872,0.9511,1.3557,11:23:25.860 03/07/2019
5873,,,
5874,1.1340,1.4880,11:23:26.040 03/07/2019
5875,,,
5876,1.3303,1.5668,11:23:26.220 03/07/2019
5877,,,
5878,1.5322,1.5847,11:23:26.400 03/07/2019
5879,,,
5880,1.7199,1.5547,11:23:26.580 03/07/2019
5881,,,
5882,1.8935,1.4745,11:23:26.760 03/07/2019
5883,,,
5884,2.0381,1.3437,11:23:26.940 03/07/2019
5885,,,
5886,2.1377,1.1776,11:23:27.120 03/07/2019
5887,,,
5888,2.1801,0.9879,11:23:27.300 03/07/2019
5889,,,
5890,2.1620,0.7856,11:23:27.480 03/07/2019
5891,,,
5892,2.0926,0.5986,11:23:27.660 03/07/2019
5893,,,
5894,1.9552,0.4328,11:23:27.840 03/07/2019
5895,,,
5896,1.7638,0.3116,11:23:28.020 03/07/2019
5897,,,
5898,1.4668,0.2543,11:23:28.260 03/07/2019
5899,,,
5900,1.2474,0.3070,11:23:28.440 03/07/2019
5901,,,
5902,1.0772,0.4385,11:23:28.620 03/07/2019
5903,,,
5904,0.9748,0.5945,11:23:28.800 03/07/2019
5905,,,
5906,0.9326,0.7229,11:23:28.980 03/07/2019
5907,,,
5908,0.9199,0.7852,11:23:29.220 03/07/2019
5909,,,
5910,0.9339,0.7147,11:23:29.400 03/07/2019
5911,,,
5912,0.9850,0.5647,11:23:29.580 03/07/2019
5913,,,
5914,1.1052,0.4134,11:23:29.760 03/07/2019
5915,,,
5916,1.2955,0.3027,11:23:29.940 03/07/2019
5917,,,
5918,1.5902,0.2707,11:23:30.180 03/07/2019
5919,,,
5920,1.7828,0.3371,11:23:30.360 03/07/2019
5921,,,
5922,1.9443,0.4574,11:23:30.540 03/07/2019
5923,,,
5924,2.0625,0.6300,11:23:30.720 03/07/2019
5925,,,
5926,2.1227,0.8309,11:23:30.900 03/07/2019
5927,,,
5928,2.1033,1.0676,11:23:31.080 03/07/2019
5929,,,
5930,2.0022,1.2895,11:23:31.260 03/07/2019
5931,,,
5932,1.8151,1.4721,11:23:31.440 03/07/2019
5933,,,
5934,1.5764,1.5749,11:23:31.620 03/07/2019
5935,,,
5936,1.3353,1.5824,11:23:31.800 03/07/2019
5937,,,
5938,1.1155,1.5145,11:23:31.980 03/07/2019
5939,,,
5940,0.9347,1.3843,11:23:32.160 03/07/2019
5941,,,
5942,0.7909,1.1680,11:23:32.400 03/07/2019
5943,,,
5944,0.7384,0.9970,11:23:32.580 03/07/2019
5945,,,
5946,0.7181,0.8636,11:23:32.760 03/07/2019
5947,,,
5948,0.7178,0.7849,11:23:32.940 03/07/2019
5949,,,
5950,0.7182,0.8113,11:23:33.120 03/07/2019
5951,,,
5952,0.7259,0.9339,11:23:33.300 03/07/2019
5953,,,
5954,0.7826,1.1201,11:23:33.480 03/07/2019
5955,,,
5956,0.8913,1.3197,11:23:33.660 03/07/2019
5957,,,
5958,1.0654,1.4850,11:23:33.840 03/07/2019
5959,,,
5960,1.2773,1.5942,11:23:34.020 03/07/2019
5961,,,
5962,1.4977,1.6344,11:23:34.200 03/07/2019
5963,,,
5964,1.7023,1.6190,11:23:34.380 03/07/2019
5965,,,
5966,1.8878,1.5454,11:23:34.560 03/07/2019
5967,,,
5968,2.0411,1.4227,11:23:34.740 03/07/2019
5969,,,
5970,2.1504,1.2541,11:23:34.920 03/07/2019
5971,,,
5972,2.2097,0.9934,11:23:35.160 03/07/2019
5973,,,
5974,2.1750,0.7766,11:23:35.340 03/07/2019
5975,,,
5976,2.0804,0.5776,11:23:35.520 03/07/2019
5977,,,
5978,1.9314,0.4188,11:23:35.700 03/07/2019
5979,,,
5980,1.7482,0.3095,11:23:35.880 03/07/2019
5981,,,
5982,1.5301,0.2684,11:23:36.060 03/07/2019
5983,,,
5984,1.2835,0.2999,11:23:36.300 03/07/2019
5985,,,
5986,1.1128,0.3914,11:23:36.480 03/07/2019
5987,,,
5988,0.9942,0.5310,11:23:36.660 03/07/2019
5989,,,
5990,0.9312,0.6756,11:23:36.840 03/07/2019
5991,,,
5992,0.9397,0.7506,11:23:37.020 03/07/2019
5993,,,
5994,0.9644,0.6761,11:23:37.200 03/07/2019
5995,,,
5996,1.0611,0.5072,11:23:37.380 03/07/2019
5997,,,
5998,1.2420,0.3507,11:23:37.560 03/07/2019
5999,,,
6000,1.4672,0.3175,11:23:37.740 03/07/2019
6001,,,
6002,1.6359,0.3600,11:23:37.920 03/07/2019
6003,,,
6004,1.7540,0.4419,11:23:38.100 03/07/2019
6005,,,
6006,1.7655,0.5358,11:23:38.280 03/07/2019
6007,,,
6008,1.7126,0.5895,11:23:38.520 03/07/2019
6009,,,
6010,1.6908,0.6059,11:23:38.700 03/07/2019
6011,,,
6012,1.7308,0.6137,11:23:38.880 03/07/2019
6013,,,
6014,1.8188,0.5745,11:23:39.060 03/07/2019
6015,,,
6016,1.8787,0.5211,11:23:39.240 03/07/2019
6017,,,
6018,1.9334,0.4539,11:23:39.420 03/07/2019
6019,,,
6020,1.9386,0.4071,11:23:39.660 03/07/2019
6021,,,
6022,1.8481,0.3796,11:23:39.840 03/07/2019
6023,,,
6024,1.7919,0.3281,11:23:40.020 03/07/2019
6025,,,
6026,1.8101,0.3431,11:23:40.200 03/07/2019
6027,,,
6028,1.8403,0.3459,11:23:40.380 03/07/2019
6029,,,
6030,1.8343,0.3503,11:23:40.560 03/07/2019
6031,,,
6032,1.8117,0.3499,11:23:40.740 03/07/2019
6033,,,
6034,1.7904,0.3518,11:23:40.920 03/07/2019
6035,,,
6036,1.7854,0.3524,11:23:41.100 03/07/2019
6037,,,
6038,1.7867,0.3521,11:23:41.280 03/07/2019
6039,,,
6040,1.7899,0.3520,11:23:41.460 03/07/2019
6041,,,
6042,1.7947,0.3485,11:23:41.640 03/07/2019
6043,,,
6044,1.7926,0.3503,11:23:41.820 03/07/2019
6045,,,
6046,1.7938,0.3513,11:23:42.000 03/07/2019
6047,,,
6048,1.7913,0.3472,11:23:42.180 03/07/2019
6049,,,
6050,1.7936,0.3469,11:23:42.360 03/07/2019
6051,,,
6052,1.7927,0.3487,11:23:42.540 03/07/2019
6053,,,
6054,1.7907,0.3507,11:23:42.720 03/07/2019
6055,,,
6056,1.7921,0.3522,11:23:42.900 03/07/2019
6057,,,
